
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Lanthanum Carbonate Tablet, Chewable","Takeda Pharmaceuticals USA Inc.","877-TAKEDA-7 (1-877-825-3327)","Tablet, Chewable, 750 mg (NDC 66993-423-85)","New","02/06/2024","","30 Apr 2024; Branded FOSRENOL will continue to be available","","","Renal","To Be Discontinued","","02/06/2024","02/06/2024","","","","","","",""
"Lanthanum Carbonate Tablet, Chewable","Takeda Pharmaceuticals USA Inc.","877-TAKEDA-7 (1-877-825-3327)","Tablet, Chewable, 1000 mg (NDC 66993-424-85)","New","02/06/2024","","30 Apr 2024; Branded FOSRENOL will continue to be available","","","Renal","To Be Discontinued","","02/06/2024","02/06/2024","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","LEUCOVORIN CALCIUM PRESERVATIVE FREE, Injection, 200 mg/20 mL (NDC 63323-710-50)","Reverified","03/18/2024","Available","Check wholesalers for inventory","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","LEUCOVORIN CALCIUM PRESERVATIVE FREE, Injection, 500 mg/50 mL (NDC 63323-711-00)","Reverified","03/18/2024","Available","Check wholesalers for inventory.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Injection, 50 mg/5 mL (NDC 71288-160-10)","Reverified","03/20/2024","Unavailable","On backorder. Recovery date Mar 29, 2024; Marketed by Meitheal Pharmaceuticals, Inc.","","Demand increase for the drug","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Injection, 100 mg/10 mL (NDC 71288-161-20)","Reverified","03/20/2024","Available","Marketed by Meitheal Pharmaceuticals, Inc.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Injection, 200 mg/20 mL (NDC 71288-162-30)","Reverified","03/20/2024","Available","Marketed by Meitheal Pharmaceuticals, Inc.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Injection, 350 mg/17.5 mL (NDC 71288-163-30)","Reverified","03/20/2024","Available","Marketed by Meitheal Pharmaceuticals, Inc.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Kindos Pharmaceuticals Co. Ltd.","Meitheal Pharmaceuticals, Inc.: 844-824-8426","Injection, 500 mg/50 mL (NDC 71288-164-50)","Reverified","03/20/2024","Available","Marketed by Meitheal Pharmaceuticals, Inc.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Sagent Pharmaceuticals","866-625-1618","Leucovorin Calcium Preservative Free, Injection, 500 mg/50 mL (NDC 25021-828-50)","Revised","03/06/2024","Unavailable","Replenishment due in April 2024","","Demand increase for the drug","Oncology; Pediatric","Current","","","10/19/2018","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium for Injection, USP, Injection, 50 mg/5 mL (NDC 0143-9555-01)","Reverified","03/28/2024","Unavailable","Additional lots are scheduled for manufacturing and will be available in the March - April 2024 timeframe.  Product will be made available as it is released.","","Demand increase for the drug","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium for Injection, USP, Injection, 100 mg/10 mL (NDC 0143-9554-01)","Reverified","03/28/2024","Unavailable","Additional lots are scheduled for manufacturing and will be available in the March - April 2024 timeframe.  Product will be made available as it is released.","","Demand increase for the drug","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium for Injection, USP, Injection, 200 mg/20 mL (NDC 0143-9553-01)","Reverified","03/28/2024","Available","Additional lots are scheduled for manufacturing.  Product will be made available as it is released.","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Leucovorin Calcium for Injection, USP, Injection, 350 mg/17.5 mL (NDC 0143-9552-01)","Reverified","03/28/2024","Unavailable","Additional lots are scheduled for manufacturing and will be available in the March - April 2024 timeframe.  Product will be made available as it is released.","","Demand increase for the drug","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-10)","Revised","03/20/2024","Unavailable","Backordered. Next release June 2024; Check wholesalers for inventory.","","Delay in shipping of the drug","Oncology; Pediatric","Current","","","03/23/2018","","","","","","",""
"Leucovorin Calcium Injection","Fresenius Kabi USA, LLC","888-386-1300","Leucovorin Calcium, Injection, 10 mg/1 mL (NDC 63323-631-50)","Revised","03/20/2024","Unavailable","Backordered. Next release May 2024; Next release not available at this time.","","Delay in shipping of the drug","Oncology; Pediatric","Current","","","03/23/2018","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 100 mg/10 mL (NDC 67457-528-10)","Reverified","03/20/2024","Available","","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 200 mg/20 mL (NDC 67457-529-20)","Reverified","03/20/2024","Available","","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Leucovorin Calcium Injection","Mylan Institutional, a Viatris Company","800-796-9526","Leucovorin Calcium Preservative Free, Injection, 350 mg/17.5 mL (NDC 67457-530-35)","Reverified","03/20/2024","Available","","","","Oncology; Pediatric","Current","","","01/01/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 20 mg/mL (NDC 55150-256-50)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 15 mg/1 mL (NDC 0409-4776-01)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 10 mg/mL (NDC 55150-251-10)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 10 mg/mL (NDC 55150-252-20)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 20 mg/mL (NDC 55150-254-10)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Injection, 20 mg/mL (NDC 55150-255-20)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine HCl Injection, USP Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)","Reverified","03/28/2024","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine HCl Injection, USP Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)","Reverified","03/28/2024","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine HCl Injection, USP, Injection, 10 mg/1 mL (NDC 0143-9577-10)","Reverified","03/28/2024","Unavailable","Additional lots will be available in the February - March 2024 timeframe. Product will be made available as it is released.","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine HCl Injection, USP, Injection, 20 mg/1 mL (NDC 0143-9575-10)","Reverified","03/28/2024","Unavailable","Additional lots will be available in the March - April 2024 timeframe. Product will be made available as it is released.","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Spectra Medical Devices, LLC","978-657-0889 ext. 5231","Injection, 10 mg/1 mL (NDC 65282-1605-1)","Reverified","04/01/2024","Available","","","","Anesthesia","Current","","","06/14/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/mL (NDC 55150-158-72)","Reverified","03/21/2024","Unavailable","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-159-74)","Reverified","03/21/2024","Unavailable","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-160-72)","Reverified","03/21/2024","Unavailable","Intermittent availability expected","","Demand increase for the drug","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-161-02)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-162-05)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 55150-163-30)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/mL (NDC 55150-164-02)","Reverified","03/21/2024","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride Preservative Free, Injection, 20 mg/1 mL (NDC 55150-165-05)","Revised","03/22/2024","Available","Intermittent availability expected","","","Anesthesia","Current","","","02/20/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-31)","Reverified","03/18/2024","Unavailable","","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 5 mg/1 mL (NDC 63323-484-57)","Reverified","03/18/2024","Unavailable","Next release not available at this time.","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 5 mg/1 mL (NDC 63323-491-57)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride In Plastic Container, Injection, 10 mg/1 mL (NDC 63323-201-02)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 63323-201-10)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-485-27)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-485-57)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-27)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-57)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-37)","Reverified","03/18/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 10 mg/1 mL (NDC 0409-9137-05)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","https://www.fda.gov/media/165564/download","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 10 mg/1 mL (NDC 0409-4713-32)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 10 mg/1 mL (NDC 0409-4276-01)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 0409-4279-02)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 10 mg/1 mL (NDC 0409-4276-02)","Revised","03/28/2024","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
